asin,reviewerID,reviewTime,reviewerName,reviews.title,reviews.text,reviews.rating
B00LKBEEGE,A2WQR64M6QS87G,"07 15, 2014",Amazon Customer,IN SHOCK,Very good book never would have thought this book would have came to this. Carmel seems to be getting the life he wants and as usual there is a true hater somewhere lurking.This book is a must buy but you have to get part 1 first.,5
B00LNWHKDY,A3BQI23E5FQP7I,"07 17, 2014",Jeanie,Great Detailed Handbook,"This ebook is an exceptional tool for those who want to learn how to crochet, or those who may be beginning and need a little boost to continue. The author has done a very good job of giving detailed steps on how to make some very interesting items. She breaks each stitch down step-by-step in a way that is very easy to follow and gives detailed instructions on how to create crochet masterpieces. This book is a must for novices at crocheting.",5
B00LF115RU,A3F6DPZR8KH5YG,"07 2, 2014",Aaron Wilks,Very dark erotica,"First book that I've read by this author. I can see why it's listed as a &#34;Dark&#34; erotic novel. This one is definitely not for the faint hearted. If you're into heavy domination and submission stories though, this might be something you'd enjoy.",5
B00G2DUO0U,AC44SJ5FT9S1S,"11 10, 2013",Angela S,Loved It!!!!!!!!!!!!!!!!!!!,"Summer's life has been flipped upside down by her parents split and when she thinks it can not get any worse in walks Ford into her life and really shakes things up. She had been questioning everything about love before him and now he has her questioning herself.This is one of the best romance books I have read in awhile.Its a true summer love story, if you have ever had a summer love this book will take you back to it. I loved the book and would recommend it to anyone who loves reading a good romance.It is also something completely different from what Heather usually writes and that is something else I love about it, yes I love her fantasy type books but this one shows that she can veer off into something else and her fans still love it! I can not wait to read more romance books by Heather!",5
B006M9JJZA,AQ6QNM0OOMCZU,"01 22, 2012","LOVE2READ ""TJ""",Payback is a..........,"This was a great sequel however, I was not ready for the ending.  It left me hanging.  I hope that there is a part 3 soon.  Can't wait to find out the fate of Sebastian, Kimmi, Matt, Ebban, Lauren and Roshawn.  Also, Jerome and Kimmi's mom has some crosses to bear for their treatment of Kimmi..  A must read story....",5
B004XNKF1E,ATCV2VRXADI0,"08 19, 2011",Darlene Wilkinson,Wonderful Read! A Real Page Turner!,"Bravo Gordon Ryan! Again as with the other two books in this series you had me staying up late nights to see what happens next then end it with a cliff hanger that has me anxious for the next book which is not available yet. Please hurry!!!!Gordon Ryan has quickly become one of my favorite authors. His writing is wel researched, plots are developed with a smooth flow and most of all he keeps me entertained.",5
B003DTMV2A,A18FMETB33L7K0,"12 8, 2012","Michelle C ""~michelle""",Another great read from M.H. Sargent,"After reading ""Seven Days from Sunday"", I immediately downloaded Sargent's next book, ""The Shot to Die For"". It certainly didn't disappoint. The author has done such an awesome job with these characters and the stories, that you will find yourself believing that this may not be fiction at all. Your attention will be kept all the way to the end. This book is hard to put down!",5
B008BST5S6,A3IGVBI6D6PCC8,"08 3, 2012","L. Powell ""RED""",Tear Jerk-er......Men don't cry,"In Men don't cry, Brian brought tears to my eyes.  It takes a heart touching story for me to shed a slight tear or even feel the affects of tears.  But in this story something about 12 yr old Brian had me blinking back the tears very hard.  I was feeling every bit of pain and anguish this young boy experienced.  This is the first story I read by Boo Jackson and I will definitely become a repeat customer.  Definitely a five star read.  Looking forward to reading more and more from this author.Men Don't Cry",5
B00H0P5F0I,AH36IFL2Q4IZG,"01 25, 2014",Lystra P.,Hook,Can't wait for book 2. If high had me on edge then I know Higher is goingTo be even better.,5
B00FMJIA0Q,ADPXGBE0UCOQ3,"11 5, 2013",Amazon Customer,GREAT!,"I love this book because I'm a firm believer in being friends before lovers they will always have a strong bond with a foundation. I love me some Amari and that Tarnisha...hmmmm. I will not give anything away, but I would recommend this book a very good read. I can't wait for the next one and please don't keep me waiting long...lol",5
B00CZD6B3K,A5LVEOJ4BSUOW,"06 30, 2014",Louise Carter,"Brilliantly written, truly captivating","OMG where should I start? Spartan and the Green Egg. Is an utterly compelling story, gorgeously written with a weird twist in the end. I was so sucked in, the time just sped by. It was captivating and very cleverly written with beautiful illustrations. This book was not what I expected but instead it was much more! It's a book for children but I enjoyed the book as an adult too. Sometimes you come across a book that's very hard to forget, a book that has a story so amazing it stays in the back of your mind wondering what if. Well, this is one of those books. Spartan and the Green Egg is a fantasy book that is pretty well thought out, all the weird technology, gadgets and alien beings are all so believable you'll be convinced it all really happened. I feel the logic and the factual information keeps the reader believing the fantasy. Another thing I really like about the book is that it has a strong positive message, great for kids to ponder about.I bought this book for my daughter. My intentions were to flip through the pages and see what it was all about. Fifteen minutes later I was still reading and enjoying the beautiful illustrations. Shortly after that I was searching the net for book 2. Not often am I so profoundly moved by a work of fiction and never before this type of fiction, the comic book type. That's why I feel I must rate this book no less than five stars. The author has done an amazing job delivering such a wonderful read. My daughter is a pretty tough one to please, but this book did it with ease. Overall, a highly recommendable purchase for fans of the genre you can't go wrong.",5
B00GOJZAII,ADR7NQOEU8OFL,"11 15, 2013",carrie,BEST Pamela Ann Novel To Date!,"OMG this was the BEST Pamela Ann novel to date! I'm so obsessed with Emma and Bass (Bass whore 4-life)!It was such an emotional roller coaster, if any one of her couples deserves to have their HEA, it's them!You feel every single situation they've encountered, my heart breaking along the way with them. Both becoming so desperate to roll with the punches and go with the flow.Will Emma and Bass's love for each other be enough to survive against all odds??",5
B00K0R8HUI,A2RB62B2NUD68H,"07 8, 2014",TMas,The Lonely Pole Part 2 is simply amazing,"In one word this book was AMAZING! I felt so many different emotions while reading this.. Sad, Frustrated, Happy! I absolutely Loved the friendship/relationship between Trip and Baby their chemistry was crazy.",5
B00B0J815Q,AVPANE9MJD4W2,"03 30, 2014",janet o'connor,Enjoyable,An short enjoyable read which I wish had been a longer book. Readily able to identify with the characters & sparked my imagination....,5
B00DBK5BRS,A2SXQMHV3W41H7,"12 6, 2013",Cjo,Love It!,I've always been fascinated by outer space so I thought this book would be perfect to share with my young neighbor.  He's big into space too.  I can't wait to share it with him.  The writing is clear and presented in a way where much learning can occur.,5
B00EHFGHVK,A328S9RN3U5M68,"09 4, 2013",Grady Harp,`Adopt to a Yoga lifestyle to live an active and purposeful life!',"Anisha Lee is a fine instructor as well as a fine writer. She opens her book with an Introduction that sets the calm and relaxed pace for the reader who want s to FINALLY begin to practice Yoga: `Yoga is the enlightened way of living - an ancient natural science which was learnt and practiced by the Yogis in India. It fuses exercise, relaxation techniques, meditation, and controlled breathing - a combination of mental and physical disciplines that's considered more than 5000 years old. It makes the mind calmer and much more controlled, and increases the body's health and strength, helping on the way towards self-realization.' With words as informed and reassuring as these the reader can feel the impulse to join the ranks of the many people who have added the practice of Yoga to their lives.While many books for beginners concentrate on postures and cerebral reasons for moving in to the realm of Yoga, Anisha Lee takes a more thorough approach. She explains that not only does Yoga to improve flexibility, strength, tone, balance and coordination, but it also leads to defined muscle tone, release of body fat, treat insomnia, hypertension, boost the immune system and enhance entry into a state of peacefulness in this chaotic world. That, she explains, is the science of Yoga.From this stance Anisha Lee provides careful informed instruction on how to approach your first Yoga experience, the items necessary to begin the practice of Yoga, when and when not to practice Yoga, settles us in to the basics of Yoga and even spends considerable time offering a rich explanation of Pranayama - the foundation of Yoga therapy, in perhaps the most accessible explanation of the field that has been written for beginners. In this section she adds photographs of the many poses and postures that make following her instructions simple.The information is all here, made of easy and gently supportive that this surely is THE beginners' book for Yoga! Grady Harp, September 13",5
B00K9QUXAC,A3AANHILJU77IK,"05 25, 2014","Heather A ""from Not Everyone's Mama""",I loved it!,"This is the other book I judged completely by it&#8217;s cover.  I didn&#8217;t even read the blurb. I just said yes please.  After I read Renegade Lady, I thought this one would be more of Jenna and Kidd&#8217;s story.  Seriously, did not read the blurb.  I also didn&#8217;t know what else could be told about Jenna and Kidd, but really, I didn&#8217;t care as long as I was getting more of the Renegades.I was surprised when I opened it up and started reading Preach&#8217;s story.  I knew Preach and Daisy from Renegade Lady.  Preach was a club member and a brother and Daisy was a daughter of a club member and his Old Lady who was more of a whore than an old lady and she was Jenna&#8217;s best friend.I don&#8217;t have any logical reason for loving this book and this series.  None.  I don&#8217;t have long drawn out words to say how it touched me emotionally.  I just liked it.  A lot.Do I like cheating?  No.  Do I like it when I want to reach through the book and punch our hero to make him wake up and snap out of his crap?  No.  There was a sneaky scene in this book where even Mary is in on it and I thought wow that is messed up grandma.  Do I want a man like Preach or even Kidd?  Heck no.  I still loved this freaking book though.I think there books that are just written in a way that even though you don&#8217;t like what the characters are doing, you can still have empathy and hope that things work out for them, you think so much bad crap has happened, can they not please get their HEA?  You want to see where the characters go, are they going to bottom out or is one of them going to take a gun and shoot the other one?That was Renegade Reject.  That was Renegade Lady for me.  I have a feeling that will be the whole series for me.I want more of the Renegade Sons.  I loved it.5 stars from me.Thank you so much for my copy of Renegade Reject!",5
B00JK2JOZQ,A17ACK4C3YHCU8,"07 7, 2014",Amazon Customer,Five Stars,I absolutely loved this series! It will suck you in!,5
B00KTRIIC6,A3Q0SBW6652MIG,"06 13, 2014",Eve Paludan,It's magical! New young adult paranormal witch series is charming and fun!,"Two best friends, one of whim is a teenage witch, sleuth after the killer of two girls from their high school in Salem, using magic and all-around cleverness. All MIranda has to do is tug on her earlobe and think about what she wants to do, change, or create. I was charmed by this Nancy Drew-like character and her bestie sidekick, Tina. The language is very simple, short sentences which even middle-grade readers could easily read. There is lots of dialogue to keep the story moving fast. This is very much a teen girl's kind of novel, with suspense, danger, comedy, and the kind of friendship that can launch and sustain a series. I enjoyed the magical beauty makeovers as well as the teen drama that ensues over serious things as well as the everyday teen moments. As Miranda's powers develop, her need to know who her real parents are becomes a running thread throughout the book, and looks like it will be a sustainable theme throughout the series. She's a witch, so her intense curiosity about her origins is believable and empathetic for the reader. I was charmed and enchanted as the girls follow the clues until...Good start to the series for girls and young adults! Very cute! Light reading, even though it is a murder mystery. The comedic moments lighten up the storyline. I was charmed and enchanted! - Eve Paludan",5
B007JW4K9E,A145MO1WJF21QV,"07 5, 2013","Charlie Lee ""Charlie""",Death rides Rails,"I have read all of RG Yoho books, his first built his characters and then wrote a real western around them...I can't wait for his next book..In Death Rides the Rails he brought all of his characters together along with building a new person in the small town marshal, this book kept me wrapped in the moment getting ready for the next..All I can say is way to go R G and keep writing  fantastic stories of the west",5
B006OV08QA,A3JUXLB4K9ZXCC,"01 27, 2012",Dafna Yee,Marvelous! Exotic! Erotic!,"This book surpassed all my expectations! The imagery was fantastic; it made me feel like I was actually there in this totally original world. The characters were fully fleshed out and three-dimensional which is very unusual in a short story. The story had well-written dialogue and was very well edited. While this short story is complete by itself, it really whet my appetite to read The Rose of Shanhasson which is the first book of a trilogy (right after I reread The Horse Master just in case I missed anything the first time). If you like fantasy romance books that are also erotic then I highly recommend that you read this one.",5
B001NPDA44,A36K2N527TXXJN,"06 11, 2009",Dr. Bojan Tunguz,Perfect protection for your Kindle 2,"Initially I was not interested in buying a protective cover for my new Kindle, but I soon discovered that one is absolutely necessary. I take my kindle with me to the gym, and after a few trips I started discovering little scratches on the reading surface. These could eventually really damage the device and start to seriously interfere with the reading experience. I decided to get Belkin's Sleeve case, since I did not really need an upper-end case for my needs, just something that protects my Kindle. Now that I own it, I am really happy with the case: it is well made and durable, and kindle fits very snugly within. The double zipper makes it also very easy to take the Kindle out. I just wish there were a little pocket somewhere on this case, for additional notes or accessories. Other than that, this makes for one extremely rugged Kindle protection.",5
B00J0HSHYK,A20NW2XJD1TR07,"03 29, 2014",Amazon Customer,5 She's Done it Again Stars!!!,"She has done it again! We are once again immersed in the wonderful little town of Kadenburg.  Return to Kadenburg picks up right where The Truth about Kadenburg left off, so you MUST read the first one to be able to follow this wonderful story.In this book we are introduced to possibly one of my favorite new characters, Rutley Holter.  He returns to Kadenburg when his father calls him for help in the family business, werewolf hunting.  Upon return, he discovers that his best childhood friend has been brutally killed and 4 people missing.  Rutley is soon immersed into the world of shifters and finds himself face to face with the one thing he's been trained to hunt, and it comes in the sexy form Dimitri Fridolf.T.E. Ridener's writing provides vivid imagery, in-depth real characters, and a flow of writing that has you smoothly maneuvering through the twists and turns in the plot.  Once you pick up this book you will not be able to put it down.  You will be on the edge of your seat until the end and once you get there, dying until the next book! Ridener is the queen of cliffhangers, so get ready to dangle until she decides to gift us with a wonderful continuation in book 3.  (Recommendations: While you're waiting for book 3, go check out some of Ridener's other awesome books- The Descendants Series and the Blood Betrayal Series, you will not be disappointed!)~Lauren~",5
B00JSXWX0K,A2NUPUVD4STVX1,"07 7, 2014","Adrienne Thompson ""*Author*""",Bringing the Drama!,"In this finale to her Shaw Family Saga Series, Author Nicole Dunlap has woven a tale reminiscent of the wildly popular primetime drama, Dynasty with the pace of an action-packed, edge-of-your-seat episode of Scandal. Within the pages of Shattered Imperfections, the reader will find more than their fill of secrets, lies, and surprises. With twists around every corner, this book is one that is hard to put down with characters that are even harder to forget. If you like drama and lots of it, this is definitely the book for you. (This book does contain some sexual situations and profanity.)4.5 StarsA copy of this book was given to me in exchange for my honest review.Adrienne ThompsonAuthor of the Been So Long Series",5
B00JVC6FSO,AH6QGNF7LR2P4,"05 10, 2014",Sarah Kelly,Great storyline,"I greatly enjoyed this book.  The storyline is different than most apocalyptic books.  It was violent at times, but not overly graphic.  PLUS.....the price is right.",5
B008BJJT86,A264RTL5QK5BNQ,"07 16, 2012",HSlady,"Fun, fast paced historical  romance","This second book in the series has adventure, romance, an interesting fast paced storyline, and is Well written. This is part of a series but is completely stand alone. I read this first and loved it, so went in search of the others. This story is longer than the first in the series, and as a result has more story to enjoy.  If you enjoy Scottish historicals, this is a good one to read.",5
B00APKJM5Y,A1SDMF24A68WC9,"12 29, 2012",Love 2 Read,Awesome Christmas Story,"Awesome Christmas Story.  The story is magical, sexy and warm.  I enjoyed reading about sexy Trent that was searching for his destined mate.  Cindy is a warm beautiful young lady that loved Christmas with her entire soul.  Trent takes her home to meet his family. His family and town are full of magic that ensnares Cindy's heart. The warm and enchanting descriptions wrap you up in a magical Christmas story.",5
B00L4OF2SQ,A18VLAFLKM0A9K,"06 24, 2014",M. Bare,OK....WOW!,"Ms. Wilder does NOT let you down on this one. It's kinky, sexy, fun, dramatic, mind numbing, disturbing and did I mention so so good. It's not your typical hearts and flowers romance, but is anything Ms. Wilder writes, and that's why I love it so much. It's more than sex and romance the story is just so complicated and thought out. Oh, sweet sweet Paris...he is written so beautifully broken that it makes your heart ache for him and his knight in good will clothing.....the ever so charming and saving grace of Roy . I would recommend this book 100 times over. If you are looking for a plot, romance, sex, a story with meaning then this is for you. So do yourself a favor and read this journey.",5
B00EZ8RBN2,ALI5ZXXR55ID6,"09 5, 2013","L. D. Smith ""novemberstar88""","Delightfully, sexy, sweet and fun!","Cameron delivers a wonderful story to historical romance readers. If you're a fan of the genre, this is a must-add to your bookshelf. If you've never tried a historical romance before, this should be the book you experiment with.The plot is simple: Ian the hero goes to London with the purpose of ruining Evangeline ""Vangie"" the heroine because he's been led to believe she caused the death of his father and brother. Not knowing there's a more sinister plot afoot that's driving his actions, he meets Vangie and hates that he's attracted to her and she's nothing like what he'd been told she was. Vangie is innocent, but not the annoying kind. Cameron does a wonderful job of creating a heroine that accurately reflects the women of the time period without driving the reader nuts. Vangie is all heart and sweetness and love but she's brave and compassionate too. I liked her right away.Ian was a loveable rogue. One of my favorite heroes in a while. I fell right into step with him as I read the story and loved reading his parts of the story from his point of view. He's charming and mischievous and yet burdened with a dark mission to make Vangie pay for sins he's been told she's committed.When the pair get compromised and are forced to marry, you can imagine the sparks that fly and the misunderstandings that the poor couple face. This is certainly a ""page-turner"" and a delightful one at that. It had equal parts humor, sweetness and spiciness and is an absolute must read for a romance fan!",5
B0087XI14E,AYBBOJS1IN4DW,"07 29, 2012","Kaitlin Bevis- YA Author ""YA Author""",Love the title,"Six Degrees of Lost by Linda Benson put me through the wringer emotionally speaking. The characters were compelling and the story line had me sniffling more than a few times. It's a great book for animal lovers and has a very cute story time. It's a bit younger than the young adult I'm accustomed too, but it was still a fantastic read.",5
B00A4F4YJ4,A42CRGW6XFCH9,"11 21, 2012","Linda Schneider ""Linda's Reviews""",Great way to get the family involved in something fun,"I have to say, I really enjoy puzzles and I was delighted to see this innovative use of the Kindle platform. Linking by html to the puzzle answers is convenient (no flipping to the back of a book), and the explanation images are crystal clear. Each puzzle is a visual image with no math involved!We're a puzzling family--we used to take pads of MadLibs everywhere and work those while waiting, for whatever, just to keep the kids occupied. So last night when we were waiting to be seated at the restaurant, I pulled out my phone (didn't have my Kindle with me) and pulled up this book. It got the whole family involved. Everyone had to come up with their own answer before I clicked on my answer choice. The kids loved the 1-star levels. But none of us could figure out the 5-star levels--at least not in the time available!Highly recommended for the casual puzzle fan or anyone with an analytical brain who loves figuring things out for fun.",5
B006F1PJCC,A221A3JL2ZIJY2,"05 18, 2013",Leigh Collins,Delightful!!,This is a delightful collection of stories. A wide variety of wonderful plots and unexpected endings. They were greatly enjoyed. More please.,5
B00CPXT38A,A3SIPB26PIV1OH,"07 5, 2013",Amazon Customer,Book 4,This was maybe the best series EVER. I will be rereading these because I read too fast to get to the end I miss something always. Thanks for enjoyable days!,5
B00FVGRX9O,A3JZC9PB0L11J1,"04 4, 2014",Debby Pittman,I liked it!,This book was the type of book that had romance and just the right amount of humor. Did not want to put it down.,5
B00JIIUNUC,ANTK0PEP3PTPY,"04 7, 2014",Jean Boehmke,Another great Montana Born book!,"I absolutely loved this book.Scarlett is desperate to get back to Marietta so she is willing to do just about anything. That's when she meets Mitch. Mitch is set to attend the wedding of his best friend to his ex girlfriend, and having a hot date for the wedding would help him out greatly. Seems like the perfect deal, she needs money, he needs a date, and neither one wants romantic entanglements.I really enjoyed how Scarlett was trying so hard to start being responsible and not make such impulsive decisions. She was very feisty and was very able to hold her own. The chemistry between Scarlett and Mitch was wonderful as well.Very well written story with very likable characters. I was rooting for Scarlett and Mitch through the whole book!",5
B00CCWWRDC,A3E81XX9ZDNCNO,"04 10, 2014",Amazon Customer,Love this,I can tell you if you start reading this book you will not put it down until you finish it,5
B00D67DWCW,A1IWR4YH4ZA9BM,"06 11, 2013","Suzanne Schumacher ""nocht2late""",Before the Fact,"I have to admit I haven't read this yet.  But I have read all of Donna's books and they have been far superior to many, many that I have been reading lately.  She's the best in my view, so I don't think you can go wrong.  I bought it, even though this wolf business was a normally not go with me, but I am assured I will like it.  And I'm pretty sure i will!",5
B00G2QTLQA,A3KJQ8MQBOPAQ6,"11 1, 2013",Deana Venus,Great cleaning strategies (even for singles),I love this book!I had a cleaning and de-cluttering service for 5 years and even I learned a trick or two or three! I didn't realize keeping my house cleaned will help my son be even more competent! These tips will help you save time in your life in all aspects. There are awesome CHEAP all-natural recipes too. Love it!,5
B00A64NSSG,A2WOOCV1PA7J8,"11 6, 2013",kat,very nice,great to see the artwork in the story like this.Alice in Wonderland is alwaysa great classic to read every once in a while.,5
B00LICLP62,A2EWOCR4GI33W6,"07 20, 2014",james e. sierra,Truly Incredible,"Such an incredible guide to learn Portuguese.  I highly recommend this for anyone who is going to Portugal, Brazil, or any other Portuguese speaking territory.  This book is easy and it lives on its promise as the title would indicate.  I cannot wait to share what I learned in this book.",5
B00HRHUSN8,A1QP04K82MK5IR,"05 16, 2014",LMP,Good Read,"This was my first book by C. Jones and it was off the charts.  The ending is in Unfinished Business, so you have to read both books.  I read them both in one day.  I loved how the characters did their best to not get involved, that's all I'm going to say.  Read the book is my advise.",5
B00H8QNC0Y,A2GT5WT0WJDH08,"04 10, 2014",KJMaus,Totally Loved Ths Book,"I totally loved everything about this book! I loved the characters and their development. I loved the BDSM, the m/m sex was great. I do enjoy menage stories, they are among my favorites. I could imagine being there in the story. Cannot wait to read more, and more, and more.",5
B00ASP1ZI8,A29FFT26RF63YX,"01 18, 2013",Jule Kijek,Pleasantly Surprised,I was surprised at how much I enjoyed this book. It was well written and very enjoyable to read. My only con so to speak is that I felt it should have been a full length novel and not just a short story. There should have been a better explanation of how the world got to this point. More back story of Daman and his first wife could have made this a wonderful full length story. I just wanted to know more. It was a short but very intense story. Glad I bought it.,5
B00A22UVQO,AU2DB1OQ49F1C,"03 23, 2013",Amazon Customer,Love it!,"This is a beautiful love story between Ted and Jem - two men I fell for hard and fast. The details in the books brings you back to a different London, and I swear it all played in front of my eyes like a movie. Really amazing. Hot sex, too ;)",5
B009DSEMZE,ADM2ILU7APVB3,"09 28, 2012",ClassDreamer'84,I GOT CAUGHT IN THE DRAGON COVE...AND DIDN'T WANT TO LEAVE,"Ressa Empbra's, The Dragon Dimension - Caught in the Dragon Cove is a unique and suspense-filled paranormal read.  Her characters, though supernatural, were ironically real and easy to connect with.  It was compelling and forward-moving, keeping this reader's interest at every twist and turn.  I commend Ressa Empbra for fabricating such original and refreshing characters, as well as unparalleled story lines.  Ms. Empbra makes the impossible seem possible and in an ever-increasing market for the paranormal, I see her rising to the top with her characters emerging as the next TV series/movie franchise ensemble.Iax Sarvias Eluhyax is born in the Amethyst Fairie Dragon Dimension.  Orphaned shortly after, she is brought to Earth by the Outer Worldly Operations unit of the CIA to be raised as a human, by Special Agent David Conifurr and his wife, Elise.Iax grows up to work in the same business as her father, traveling to different realms and dimensions, though never knowing when she'd leave one dimension to visit another.  Her abilities to travel through space and time are as frustrating to Iax as they are thrilling, yet her traveling companion, Gemma makes it all worth while.  Iax could not exist without her ever-proper bestie.  And though Gemma is certainly more reserved, she complements the loveable foul-mouthed Iax.  Their banter and friendship add both comedy and natural tenderness in an otherwise unnatural existence.Journeying through the Dragon Cove Realm on a mission to rescue the kidnapped, pregnant Truemate of Weyr Chief, Gordell, Iax and Gemma find themselves caught in challenging predicamints.  One of which finds Iax crazy in lust with the gorgeous dragon-shifter, Mazar.  Heavily opposed to falling in love and giving up her independence, Iax fights her growing lust when she realizes her emotions travel deeper than a superficial attraction.  Iax is falling in love...but she MUST resist.And just when Iax thinks she had seen it all, she is made aware of a secret kept from her for her entire twenty-four years.I enjoyed being caught in the Dragon Cove, as I am sure you will too.  You will be amazed at Iax's resilience to this newly uncovered secret and you will cheer with her as she fights the enemy while also slaying her own damn emotions and foul-mouth.  You will laugh, you will cry and you will love Ressa Empbra's, The Dragon Dimension - Caught in the Dragon Cove.",5
B00EG4L7QW,A1YN7Z3LRF7WBX,"02 17, 2014",Tennessee,EXCELLENT READ,"This was one of the most intense books I've had the pleasure to read. I can't say too much because I'd give away the entire book. All I can say is that once I started this novel, I could not put it down. A stay up all night, page turner!  Anyone that enjoys novels that keep you on the edge of your seat and might cause you to have nightmares, this is the book for you!!!  It is excellent. Thank you Michael Prescott.",5
B0064P2T40,A39HXO3IEA6BOC,"12 15, 2011",A. C. Panza,Went too fast,Rick Murcer did it again. Great read. I just wish it had been longer. I am so looking forward to Caribbean Rain.,5
B005347MJ0,AE4X7JOJB8TZ8,"07 30, 2013",Ashmonkeymoo,Love it!,This is a great series at a great price. This was the first series of H.T Night's I picked up and from then on I have been a huge fan of his. These books are funny and enchanting once you start you will not be able to stop and when you reach the end you will most likely be like me and go search for H.T to see if you can find more of his work. If you love these books also pick up Vampire Love Story as well they go together. Hope you all enjoy these books as much as I did.,5
B007ODZGHI,A9F5P3EMJINOR,"04 25, 2012",R. Moschgat Jr.,SUPERBia too...,"This sequel to Superbia was a fast fun read. One that I did not put down until the last page.My only disappointment is that it ended too fast! I wanted more, much more. Here's to hoping that we don't have to want too long for part 3!",5
B00K2GAUC0,A19364GSS400OP,"07 22, 2014",N Callahan,excellent story,"I really loved this book! Couldn't believe I got it for $0.99. It is worth much more. Great story, sexy and steamy, and loving. Give it a try, you won't be disappointed.",5
B00BUKRALG,A32KXVRYE9HM9D,"05 10, 2013",sylvia bennett,Good Read,"Very interesting book.  I would definitely recommend this.  I am an avid reader and will read most anything but even if I were not an addict of the written word, I would have finished this book.",5
B008MH8G7M,A3T0QRCQNDKKYH,"06 5, 2014",Lisa W,"3 parts heat, passion and fire!!!","WOW! I discovered Angel Payne's writing with her WILD Boys series, I could kick myself for waiting to read this one! Amazing, sizzling sex without taking over the story line. A complete home run! I can't wait to read more.",5
B00IOE8OPM,A1RHRKPPQGJ10X,"04 28, 2014",Diana Holmes,Book 2 I absolutely loved it.,This series is about all of the paranormal world and they are in trouble.  Hadley is someone that you are glad is on your side.  His character really made this story stand out strong.  Everyone needs their own Hadley.  This is a must own for everyone's library.  Can't wait until the next book comes out to see who that hero is going to be.,5
B00BTIDW4S,A1WFQLVBWRB5HK,"04 4, 2013",Keith Barkman,"Love, love, love!!!!","I'm so glad to be reading these books! I can't wait to read them all. Great story, love the characters.",5
B00F7SOCW2,A1H0PTT0NVO9J7,"09 30, 2013","Glorybee ""Gloria Daniels: &#34;Author-Seafood...",Who doesn't love hummingbirds!,"This is a very interesting book that will surely educate you about hummingbirds. I was amazed to learn that hummingbirds can live for 12 years! Did you know hummingbirds are the only birds that can fly backwards? this book is filled many interesting facts about hummingbirds and the photos are amazing. I may even paint some of these in watercolor.If you have any interest at all in hummingbirds, you are sure to learn more about them in this thoroughly enjoyable book.",5
B00IT5ADXC,A2Y38CZ3M4A9HC,"03 6, 2014","Amelia Wallace ""Amelia Wallace""",Awesome Read,"Wraithsong is an awesome young adult paranormal romance that immediately draws you in. The story is completely original and the romance that develops between Sonia and the mysterious Anthony is sweet and unassuming. I don't want to spoil anything but the story does take a few interesting turns when Sonia discovers she has certain abilities that she's inherited from her mother. When she and Anthony must travel together to the Invisible Island, this is where the adventure really begins.E.J. Squires writes a beautiful tale filled with adventure, suspense, folklore and romance. It's a book that contains some interesting characters, a unique story line and the ability to hook you. I can't wait to read the next book in the series.",5
B00E7XUGM8,A3IZK21436ST14,"10 13, 2013",thebookjunkie,The Wager-- Rachel Van Dyken,"I love it when the sequel to a book is just as fantastic as the first- and this one definitely was!! The Wager was everything that you wanted and more from Rachel, and a great continuation to the Titus story. This is the story of Jake, whom we met in The Bet, and Char- whom we also briefly met in The Bet. Jake, is the younger brother to Travis Titus- who is marrying Kacey (Jake's former girlfriend and all around best friend), and Char is Kacey's other best friend. Nothing was ever mentioned in The Bet about them having any previous history together at all, but apparently they do- and it is not the best. Apparently, they had a night of steamy passion several months prior to when the story begins (picking up soon after the end of The Bet), and just as Jake did to Kacey, he left Char high and dry promptly afterwards. But in this case, he actually was quite affected by Char, which I really think just scared the hell out of him.So, when he and Grandma run into Char at the airport on their way back to Seattle, he instantly knows that his life is about to become quite uncomfortable for a bit. Enter Grandma and all of her meddling, yet seriously freaking hilarious, ways of rearranging his life and working her matchmaking magic. Have I said yet how much I LOVE Grandma?? She is awesome!! She is most definitely the source of the humor and hilarity throughout both books. So, she begins doing what she knows best, which is bringing Jake and Char back together, being sure to make it so that they will be completely joined together- not taking any chances that all of her hard work might go to waste. I have to say, that woman is quite creative!! But of course, we have to remember that this book is titled The Wager though, which means that somewhere, somebody is bound to be doing their own form of matchmaking in addition to Grandma's. Enter Kacey and Travis, who take it upon themselves to try and fix Char up with an acquaintance of Travis's, while simultaneously betting Grandma that their coupling will be the ultimate winner. Apparently, this means war to the Titus family, because Grandma starts pulling out all the stops to get her way. And, her way gives us lots of steamy goodness for Jake and Char!! Now, aren't you glad that 86-year old bitty stuck to her guns and helped us all out?? Again, love me some Grandma!!This book definitely has its steam, not as much as some, but definitely more than others. I have noticed that all of Rachel's books that I have read so far, do tend to keep it on the lighter side of steamy, which is perfectly acceptable. I just want to make sure that everyone understands that this isn't anything too hot and heavy, and nothing too graphic. But that doesn't take away from her books-- not at all!! Some of my new faves are hers. And this one, is no different from that.5 stars!!!!",5
B00D623TI4,A2S980SHG5LYRW,"06 7, 2013",Linda,Clutter is fixable . This book breaks it down.,"I tend to hold on to things that I am not sure I'll need later. So suffice it to say that I have small piles lurking in the corners of most of the rooms in my house. This book takes the big picture and breaks it down into manageable chunks. Firstly identifying the different types of clutter, then suggesting a place to start the de-cluttering process. Also suggesting ways to deal with and display that clutter we all have and can't part with like books. As the book progresses through each room in your house, I learned useful and specific ways to deal with my bedroom, bathroom living room and even closet clutter!",5
